num,word,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
8457,уведомление,0,0,0,0,0,0,0,0,0,0
8458,заметный,0,0,0,0,0,0,0,0,0,0
8459,уведомление,0,0,0,1,0,0,0,0,0,0
8460,уведомлять,0,0,0,0,0,0,0,0,0,0
8461,понятие,1,0,0,0,0,0,0,0,0,0
8462,смысловой,0,0,0,0,0,0,0,0,0,0
8463,известность,1,1,1,0,1,1,0,0,0,0
8464,несмотря на,0,0,0,0,0,0,0,0,0,0
8465,ничто,0,0,0,0,0,0,0,0,0,0
8466,существительное,0,0,0,0,0,0,0,0,0,0
8467,питать,0,0,0,0,0,0,0,0,0,0
8468,питание,1,0,0,0,0,0,0,0,0,0
8469,модерн,0,0,0,0,0,0,0,0,0,0
8470,новинка,0,0,0,0,0,0,0,0,0,0
8471,новичок,0,0,0,0,0,0,0,0,0,0
8472,настоящее время,0,0,0,0,0,0,0,0,0,0
8473,вредный,0,1,0,0,1,1,0,0,0,0
8474,сопло,0,0,0,0,0,0,0,0,0,0
8475,нюанс,0,0,0,0,0,0,0,0,0,0
8476,нюансы,0,0,0,0,0,0,0,0,0,0
8477,ядро,0,0,0,0,0,0,0,0,0,0
8478,обнаженный,0,0,0,0,0,0,0,0,0,0
8479,легкий толчок локтем,0,0,0,0,0,0,0,0,0,0
8480,нагота,0,0,0,0,0,0,0,0,0,0
8481,самородок,0,0,0,0,0,0,0,0,0,0
8482,неприятность,0,1,1,0,0,0,0,0,0,0
8483,NUL,0,1,0,0,0,0,0,0,0,0
8484,ноль,0,0,0,0,0,0,0,0,0,0
8485,аннулировать,0,1,0,0,0,0,0,0,1,0
8486,оцепенелый,0,1,0,0,0,0,0,0,0,0
8487,число,0,0,0,0,0,0,0,0,0,0
8488,нумерация,0,0,0,0,0,0,0,0,0,0
8489,чисел,1,0,0,0,0,0,0,0,0,0
8490,онемение,0,1,0,0,0,0,0,1,0,0
8491,цифра,0,0,0,0,0,0,0,0,0,0
8492,числитель,0,0,0,0,0,0,0,0,0,0
8493,численный,0,0,0,0,0,0,0,0,0,0
8494,численно,0,0,0,0,0,0,0,0,0,0
8495,многочисленные,0,0,0,0,0,0,0,0,0,0
8496,монахиня,0,1,0,0,0,0,0,0,0,1
8497,медсестра,1,0,0,0,0,0,0,0,0,1
8498,питомник,1,0,0,0,0,0,1,0,0,1
8499,воспитывать,1,0,1,1,1,1,1,0,0,1
8500,мускатный орех,0,0,0,0,0,0,0,0,0,0
8501,питание,0,0,0,0,0,0,0,0,0,0
8502,питательный,1,0,0,0,0,0,0,1,0,0
8503,питательный,0,0,0,0,0,0,0,0,0,0
8504,орешки,0,0,0,0,0,0,0,0,0,0
8505,нимфа,0,0,0,0,0,0,0,0,0,0
8506,болван,0,1,0,0,0,0,0,0,0,0
8507,дуб,1,0,0,0,0,0,0,0,0,0
8508,весло,0,0,0,0,0,0,0,0,0,0
8509,оазис,1,0,0,1,0,0,1,0,0,1
8510,клятва,1,0,0,0,0,0,0,0,0,1
8511,овсянка,0,0,0,0,0,0,0,0,0,0
8512,послушание,1,0,0,0,0,0,0,0,0,1
8513,послушный,0,0,0,0,0,0,0,0,0,0
8514,послушно,0,0,0,0,0,0,0,0,0,0
8515,обелиск,0,0,0,0,0,0,0,0,0,0
8516,тучный,0,1,0,0,1,0,0,0,0,0
8517,ожирение,0,1,0,0,1,0,0,1,0,0
8518,подчиниться,0,0,0,0,0,1,0,0,0,1
8519,оби,0,1,0,0,1,1,0,0,0,0
8520,поминальная служба,0,1,0,0,0,0,0,1,1,0
8521,некролог,0,1,0,0,0,0,0,1,0,0
8522,объект,0,0,0,0,0,0,0,0,0,0
8523,возражение,0,1,1,0,0,0,0,0,0,0
8524,нежелательный,0,1,0,0,0,0,0,0,0,0
8525,задача,1,0,0,1,0,0,0,0,0,1
8526,обязательство,0,0,0,0,0,0,0,0,0,0
8527,обязательное,0,0,0,0,0,0,0,0,0,0
8528,обязать,0,1,0,0,0,0,0,0,0,1
8529,обязанный,0,0,0,0,0,0,0,0,0,0
8530,услужливый,1,0,1,1,1,1,1,0,1,1
8531,должник,0,1,0,0,0,1,0,0,0,0
8532,косой,0,0,0,0,0,0,0,0,0,0
8533,уничтожать,0,1,1,0,0,1,0,1,0,0
8534,уничтожены,0,1,1,0,0,1,0,0,0,0
8535,уничтожение,0,1,0,0,0,1,0,1,0,0
8536,забвение,0,1,1,0,0,1,0,0,0,0
8537,не обращающий внимания,0,0,0,0,0,0,0,0,0,0
8538,продолговатый,0,0,0,0,0,0,0,0,0,0
8539,противный,0,1,1,0,1,0,0,1,0,0
8540,гобой,0,0,0,0,0,0,0,0,0,0
8541,непристойный,0,1,0,0,1,0,0,0,0,0
8542,непристойность,0,1,1,0,1,0,0,0,0,0
8543,неясный,0,0,0,0,0,0,0,0,0,0
8544,затемняется,0,0,0,0,0,0,0,0,0,0
8545,неясность,0,1,0,0,0,0,0,0,0,0
8546,соблюдение,0,0,0,0,0,0,0,0,0,0
8547,наблюдательный,1,0,0,0,0,0,0,0,0,0
8548,наблюдение,0,0,0,0,0,0,0,0,0,0
8549,обсерватория,0,0,0,0,0,0,0,0,0,0
8550,наблюдать,0,0,0,0,0,0,0,0,0,0
8551,наблюдатель,0,0,0,0,0,0,0,0,0,0
8552,наблюдения,0,0,0,0,0,0,0,0,0,0
8553,одержимость,0,0,0,0,0,0,0,0,0,0
8554,устаревание,0,0,0,0,0,0,0,0,0,0
8555,препятствие,0,1,1,0,0,1,0,1,0,0
8556,акушер,0,0,0,0,0,0,0,0,0,1
8557,акушерство,0,0,0,0,0,0,0,0,0,0
8558,упрямый,0,1,0,0,0,0,0,0,0,0
8559,препятствовать,0,1,1,0,0,1,0,0,0,0
8560,обструкция,0,1,0,0,0,0,0,0,0,0
8561,обструктивный,0,1,1,0,0,0,0,0,0,0
8562,получать,0,0,0,0,0,0,0,0,0,0
8563,доступный,1,0,0,0,0,0,1,0,0,0
8564,тупой,0,1,0,0,0,0,0,0,0,0
8565,аверс,0,0,0,0,0,0,0,0,0,0
8566,очевидный,1,0,0,0,0,0,0,0,0,1
8567,окарина,0,0,0,0,0,0,0,0,0,0
8568,случай,0,0,0,0,0,0,0,0,0,0
8569,случайный,0,0,0,0,0,0,0,0,1,0
8570,иногда,0,0,0,0,0,0,0,0,0,0
8571,окклюзия,0,0,0,0,0,0,0,0,0,0
8572,оккультный,0,1,0,0,1,1,0,0,0,0
8573,занятие,0,0,0,0,0,0,0,0,0,0
8574,обитатель,1,0,0,0,0,0,0,0,0,1
8575,занятие,1,0,0,0,0,0,0,0,0,0
8576,занятый,0,0,0,0,0,0,0,0,0,0
8577,оккупант,0,0,0,0,0,0,0,0,0,0
8578,занимать,1,0,0,0,0,0,0,0,0,0
8579,занимающий,0,0,0,0,0,0,0,0,0,0
8580,происходить,0,0,0,0,0,0,0,0,0,0
8581,вхождение,0,0,0,0,0,0,0,0,0,0
8582,океан,0,0,0,0,0,0,0,0,0,0
8583,океанический,0,0,0,0,0,0,0,0,0,0
8584,восьмиугольник,0,0,0,0,0,0,0,0,0,0
8585,октава,0,0,0,0,0,0,0,0,0,0
8586,осьминог,0,0,0,0,1,0,0,0,0,0
8587,глазной,0,0,0,0,0,0,0,0,0,0
8588,странность,0,1,0,0,1,0,0,1,1,0
8589,шансы,0,0,0,0,0,0,0,0,0,0
8590,ода,0,0,0,0,0,0,0,0,0,0
8591,одиозный,0,1,1,0,1,1,0,0,0,0
8592,одометр,0,0,0,0,0,0,0,0,0,0
8593,запах,0,1,0,0,0,0,0,0,0,0
8594,эстроген,0,0,0,0,0,0,0,0,0,0
8595,творчество,0,0,0,0,0,0,0,0,0,0
8596,потроха,0,0,0,0,0,0,0,0,0,0
8597,оскорблять,0,1,1,0,1,0,0,0,0,0
8598,обидел,0,1,1,0,0,0,0,1,0,0
8599,преступник,0,1,1,0,1,1,0,1,0,0
8600,преступление,0,1,1,0,1,1,0,1,0,0
8601,наступление,0,1,1,0,1,0,0,0,0,0
8602,предложение,1,0,0,0,0,0,0,0,0,0
8603,предложенный,0,0,0,0,0,0,0,0,0,0
8604,предложение,0,0,0,0,0,0,0,0,0,1
8605,экспромтом,0,1,0,0,0,0,0,0,0,0
8606,офис,0,0,0,0,0,0,0,0,0,0
8607,офицер,1,0,0,0,0,0,0,0,0,1
8608,офисы,0,0,0,0,0,0,0,0,0,0
8609,официальный,0,0,0,0,0,0,0,0,0,1
8610,исполнять обязанности,0,0,0,0,0,0,0,0,0,0
8611,взморье,0,1,0,0,0,0,0,0,0,0
8612,разгружать,0,0,0,0,0,0,0,0,0,0
8613,смещение,1,0,0,1,0,0,0,0,0,0
8614,ответвление,1,0,0,0,0,0,0,0,0,0
8615,офсайд,0,0,0,0,0,0,0,0,0,0
8616,часто,0,0,0,0,0,0,0,0,0,0
8617,часто,0,0,0,0,0,0,0,0,0,0
8618,великан-людоед,0,1,0,0,1,1,0,0,0,0
8619,масло,0,0,0,0,0,0,0,0,0,0
8620,масла,0,0,0,0,0,0,0,0,0,0
8621,мазь,0,0,0,0,0,0,0,0,0,0
8622,старший,0,0,0,0,0,0,0,1,0,0
8623,обонятельный,0,1,0,1,0,0,0,0,0,0
8624,олигархия,0,1,0,0,0,0,0,0,0,0
8625,оливковый,0,0,0,0,0,0,0,0,0,0
8626,омега,0,0,0,0,0,0,0,0,0,0
8627,омлет,0,0,0,0,0,0,0,0,0,0
8628,предзнаменование,0,1,0,1,0,1,0,0,0,0
8629,зловещий,0,1,0,1,0,1,0,0,0,0
8630,упущение,0,0,0,0,0,0,0,0,0,0
8631,пропускать,0,1,0,0,0,0,0,0,0,0
8632,опущен,0,0,0,0,0,0,0,0,0,0
8633,омнибус,0,0,0,0,0,0,0,0,0,0
8634,всемогущество,1,1,0,0,0,1,0,0,0,0
8635,всемогущий,0,0,0,0,0,0,0,0,0,0
8636,вездесущий,0,0,0,0,0,0,0,0,0,0
8637,всезнающий,1,0,0,0,0,0,0,0,0,1
8638,онколог,0,0,0,0,0,0,0,0,0,0
8639,единство,0,0,0,0,0,0,0,0,0,0
8640,обременительный,0,1,1,0,0,0,0,1,0,0
8641,себя,0,0,0,0,0,0,0,0,0,0
8642,постоянный,0,0,0,1,0,0,0,0,0,0
8643,лук,0,0,0,0,0,0,0,0,0,0
8644,начало,0,0,0,1,0,0,0,0,0,0
8645,натиск,0,0,0,0,0,0,0,0,0,0
8646,онтология,0,0,0,0,0,0,0,0,0,0
8647,ответственность,0,1,0,0,0,0,0,0,0,0
8648,вперед,0,0,0,0,0,0,0,0,0,0
8649,оникс,0,0,0,0,0,0,0,0,0,0
8650,ил,0,1,0,0,1,0,0,0,0,0
8651,выделение,0,0,0,0,0,0,0,0,0,0
8652,непрозрачность,0,0,0,0,0,0,0,0,0,0
8653,опал,0,0,0,0,0,0,0,0,0,0
8654,непрозрачный,0,1,0,0,0,0,0,0,0,0
8655,ОПЕ,0,0,0,0,0,0,0,0,0,0
8656,открыть,0,0,0,0,0,0,0,0,0,0
8657,открывашка,0,0,0,0,0,0,0,0,0,0
8658,открытие,0,0,0,0,0,0,0,0,0,0
8659,открыто,0,0,0,0,0,0,0,0,0,0
8660,открытость,1,0,0,0,0,0,0,0,0,0
8661,опера,1,0,1,1,0,1,1,1,1,1
8662,оперный,0,1,0,0,0,0,0,0,0,0
8663,операция,0,0,0,0,0,1,0,0,0,1
8664,операции,0,0,0,0,0,0,0,0,0,0
8665,оперативный,0,0,0,0,0,0,0,0,0,0
8666,оператор,0,0,0,0,0,0,0,0,0,0
8667,глазной,0,0,0,0,0,0,0,0,0,0
8668,офтальмолог,0,0,0,0,0,0,0,0,0,0
8669,опиат,0,1,0,0,0,0,0,0,0,0
8670,мнение,0,0,0,0,0,0,0,0,0,0
8671,самоуверенный,0,1,1,0,0,0,0,0,0,0
8672,опиум,0,1,1,0,1,1,0,1,0,0
8673,противник,0,1,1,1,1,1,0,0,0,0
8674,подходящий,1,0,0,0,0,0,1,0,0,0
8675,оппортунизм,0,0,0,0,0,0,0,0,0,0
8676,возможность,1,0,0,1,0,0,0,0,0,0
8677,противодействовать,0,1,0,0,0,0,0,0,0,0
8678,против,0,1,1,0,0,1,0,0,0,0
8679,сопротивление,0,0,0,0,0,0,0,0,0,0
8680,напротив,0,0,0,0,0,0,0,0,0,0
8681,противоположности,0,0,0,0,0,0,0,0,0,0
8682,оппозиция,0,1,1,0,0,0,0,0,0,0
8683,угнетать,0,1,1,0,1,1,0,1,0,0
8684,угнетение,0,1,1,0,1,1,0,1,0,0
8685,гнетущий,0,1,1,0,1,1,0,1,0,0
8686,угнетатель,0,1,1,0,0,1,0,1,0,0
8687,оптический,0,0,0,0,0,0,0,0,0,0
8688,оптический,0,0,0,0,0,0,0,0,0,0
8689,оптика,0,0,0,0,0,0,0,0,0,0
8690,оптимизм,1,0,0,1,0,0,1,0,1,1
8691,оптимист,1,0,0,0,0,0,0,0,0,1
8692,вариант,1,0,0,0,0,0,0,0,0,0
8693,необязательный,1,0,0,0,0,0,0,0,0,0
8694,необязательно,0,0,0,0,0,0,0,0,0,0
8695,опции,0,0,0,0,0,0,0,0,0,0
8696,оптик,0,0,0,0,0,0,0,0,0,0
8697,богатство,0,0,0,0,0,0,0,0,0,0
8698,богатый,0,0,0,0,0,0,0,0,0,0
8699,опус,0,0,0,0,0,0,0,0,0,0
8700,оракул,1,0,0,1,0,0,0,0,0,1
8701,устные,0,0,0,0,0,0,0,0,0,0
8702,оранжевый,0,0,0,0,0,0,0,0,0,0
8703,речь,1,0,0,0,0,0,0,0,0,0
8704,оратор,0,0,0,0,0,0,0,0,0,0
8705,ораторское искусство,0,0,0,0,0,0,0,0,0,0
8706,шар,0,0,0,0,0,0,0,0,0,0
8707,орбита,0,0,0,0,0,0,0,0,0,0
8708,орбитальный,0,0,0,0,0,0,0,0,0,0
8709,шары,0,0,0,0,0,0,0,0,0,0
8710,орк,0,1,1,0,1,1,0,0,0,0
8711,фруктовый сад,0,0,0,0,0,0,0,0,0,0
8712,оркестр,1,0,1,0,0,0,1,1,0,1
8713,предопределенный,1,0,0,0,0,0,0,0,0,1
8714,тяжелое испытание,0,1,1,0,0,0,0,0,1,0
8715,заказ,0,0,0,0,0,0,0,0,0,0
8716,упорядоченный,1,0,0,0,0,0,0,0,0,0
8717,постановление,0,0,0,0,0,0,0,0,0,1
8718,обычный,0,0,0,0,0,0,0,0,0,0
8719,рукоположение,1,0,0,1,0,0,1,0,0,1
8720,артиллерия,0,1,0,0,0,1,0,0,0,0
8721,руды,0,0,0,0,0,0,0,0,0,0
8722,орегано,0,0,0,0,0,0,0,0,0,0
8723,орган,0,0,0,1,0,0,1,0,0,0
8724,органический,1,0,0,0,0,0,0,0,0,0
8725,организм,0,0,0,0,0,0,0,0,0,0
8726,органист,0,0,0,0,0,0,0,0,0,0
8727,организация,1,0,0,1,0,0,1,0,1,1
8728,организовать,1,0,0,0,0,0,0,0,0,0
8729,организованный,1,0,0,0,0,0,0,0,0,0
8730,оргазм,1,0,0,1,0,0,1,0,0,0
8731,оргии,0,0,0,0,0,0,0,0,0,0
8732,ориентировать,0,0,0,0,0,0,0,0,0,0
8733,восточный,0,0,0,0,0,0,0,0,0,0
8734,ориентация,0,0,0,0,0,0,0,0,0,0
8735,отверстие,0,0,0,0,0,0,0,0,0,0
8736,происхождение,0,0,0,0,0,0,0,0,0,0
8737,оригинальность,1,0,0,0,0,0,0,0,1,0
8738,происходить,0,0,0,0,0,0,0,0,0,0
8739,происхождение,0,0,0,0,0,0,0,0,0,0
8740,автор,0,0,0,0,0,0,0,0,0,0
8741,орнамент,0,0,0,0,0,0,0,0,0,0
8742,декоративный,0,0,0,0,0,0,0,0,0,0
8743,украшения,0,0,0,0,0,0,0,0,0,0
8744,украшенный,1,0,0,0,0,0,0,0,0,0
8745,витиеватый,1,0,0,0,0,0,0,0,0,0
8746,сирота,0,1,0,0,0,1,0,1,0,0
8747,православный,0,0,0,0,0,0,0,0,0,0
8748,православие,0,0,0,0,0,0,0,0,0,1
8749,ортогональный,0,0,0,0,0,0,0,0,0,0
8750,колебаться,0,0,0,0,0,0,0,0,0,0
8751,колебательный,0,0,0,0,0,0,0,0,0,0
8752,колебание,0,0,0,0,0,0,0,0,0,0
8753,колебательный,0,0,0,0,0,0,0,0,0,0
8754,мнимый,0,0,0,0,0,0,0,0,0,0
8755,якобы,0,1,0,0,0,0,0,0,0,0
8756,страус,0,0,0,0,0,0,0,0,0,0
8757,эфирное масло,0,0,0,0,0,0,0,0,0,0
8758,тахта,0,0,0,0,0,0,0,0,0,0
8759,унция,0,0,0,0,0,0,0,0,0,0
8760,вытеснять,0,1,1,0,0,0,0,1,0,0
8761,вспышка,0,0,0,0,0,0,0,0,0,0
8762,взрыв,1,1,1,0,0,1,1,1,1,0
8763,отверженный,0,1,0,0,1,1,0,1,0,0
8764,результат,1,0,0,0,0,0,0,0,0,0
8765,протест,0,1,1,0,0,1,0,0,1,0
8766,перещеголять,1,0,0,1,0,0,0,0,0,0
8767,на открытом воздухе,0,0,0,0,0,0,0,0,0,0
8768,снаряжение,0,0,0,0,0,0,0,0,0,0
8769,перерастать,0,0,0,0,0,0,0,0,0,0
8770,нарост,0,0,0,0,0,0,0,0,0,0
8771,флигель,0,1,0,0,1,0,0,0,0,0
8772,выход,0,0,0,0,0,0,0,0,0,0
8773,диковинный,0,1,0,0,0,0,0,0,0,0
8774,пережить,0,0,0,0,0,0,0,0,0,0
8775,вне закона,0,1,0,0,0,0,0,0,0,0
8776,выход,0,0,0,0,0,0,0,0,0,0
8777,контур,0,0,0,0,0,0,0,0,0,0
8778,контуры,0,0,0,0,0,0,0,0,0,0
8779,прогноз,0,0,0,0,0,0,0,0,0,0
8780,отдаленный,0,0,0,0,0,0,0,0,0,0
8781,превосходить численно,0,0,0,0,0,0,0,0,0,0
8782,застава,0,0,0,0,0,1,0,0,0,0
8783,излияние,0,0,0,0,0,0,0,0,0,0
8784,выход,0,0,0,0,0,0,0,0,0,0
8785,оскорбление,0,1,1,0,1,0,0,0,0,0
8786,возмутительный,0,0,0,0,0,0,0,0,1,0
8787,прямо,0,0,0,0,0,0,0,0,0,0
8788,опережать,0,0,0,0,0,0,0,0,0,0
8789,боковик,0,0,0,0,0,0,0,0,0,0
8790,посторонний,0,0,0,0,0,1,0,0,0,0
8791,окраина,0,0,0,0,0,0,0,0,0,0
8792,откровенный,0,0,0,0,0,0,0,0,0,0
8793,выдающийся,1,1,0,0,0,0,1,0,0,0
8794,протянутый,0,0,0,0,0,0,0,0,0,0
8795,наружу,1,0,0,0,0,0,0,0,0,0
8796,наружу,0,0,0,0,0,0,0,0,0,0
8797,перевешивать,0,0,0,0,0,0,0,0,0,0
8798,овальный,0,0,0,0,0,0,0,0,0,0
8799,яичник,0,0,0,0,0,0,0,0,0,0
8800,овальный,0,0,0,0,0,0,0,0,0,0
8801,овация,0,1,0,0,0,0,0,1,0,0
8802,печь,0,0,0,0,0,0,0,0,0,0
8803,комбинезон,0,0,0,0,0,0,0,0,0,0
8804,властный,0,1,1,0,0,0,0,0,0,0
8805,перегружать,0,1,0,0,0,0,0,0,0,0
8806,облачность,0,1,0,0,0,0,0,0,0,0
8807,перегруженный,0,0,0,0,0,0,0,0,0,0
8808,пальто,0,0,0,0,0,0,0,0,0,0
8809,переусердствовать,0,1,0,0,0,0,0,0,0,0
8810,передозировка,0,1,0,0,0,0,0,0,0,0
8811,просроченный,0,1,0,1,0,0,0,1,1,0
8812,переоценивать,0,0,0,0,0,0,0,0,1,0
8813,завышенный,0,1,0,0,0,0,0,0,0,0
8814,переполнение,0,1,0,0,0,0,0,0,0,0
8815,переполненный,0,0,0,0,0,0,0,0,0,0
8816,заросший,0,1,0,0,0,0,0,0,0,0
8817,разрастание,0,0,0,0,0,0,0,0,0,0
8818,нависающая,0,0,0,0,0,0,0,0,0,0
8819,ремонт,0,0,0,0,0,0,0,0,0,0
8820,накладные расходы,0,0,0,0,0,0,0,0,0,0
8821,вне себя от радости,1,0,0,0,0,0,1,0,0,0
8822,накладным,0,0,0,0,0,0,0,0,0,0
8823,перекрытие,0,0,0,0,0,0,0,0,0,0
8824,наложение,0,0,0,0,0,0,0,0,0,0
8825,перегрузка,0,1,0,0,0,0,0,1,0,0
8826,вышележащий,0,0,0,0,0,0,0,0,0,0
8827,переплатил,0,1,0,0,0,0,0,0,0,0
8828,эстакада,0,0,0,0,0,0,0,0,0,0
8829,подавлять,0,1,0,0,0,0,0,0,0,0
8830,непреодолимый,0,1,1,0,0,1,0,0,0,0
8831,завышена,0,1,1,0,1,0,0,1,0,0
8832,переопределение,0,0,0,0,0,0,0,0,0,0
8833,отменять,0,0,0,0,0,0,0,0,0,0
8834,надзиратель,0,0,0,0,0,0,0,0,0,0
8835,затмевать,0,0,0,0,0,0,0,0,0,0
8836,надзор,0,1,0,0,0,0,0,0,0,0
8837,преувеличивать,0,0,0,0,0,0,0,0,0,0
8838,затоваривание,0,0,0,0,0,0,0,0,0,0
8839,явный,0,0,0,0,0,1,0,0,0,0
8840,обгон,0,0,0,0,0,0,0,0,0,0
8841,обогнал,0,0,0,0,0,0,0,0,0,0
8842,свержение,0,1,0,1,0,1,0,0,0,0
8843,увертюра,0,0,0,1,0,0,0,0,0,0
8844,опрокинуть,0,1,0,0,0,0,0,0,0,0
8845,подавлять,0,1,0,0,0,0,0,0,0,0
8846,перегружены,0,1,0,0,0,0,0,1,0,0
8847,подавляющий,1,0,0,0,0,0,0,0,0,0
8848,чрезмерно усердный,0,0,0,0,0,0,0,0,0,0
8849,задолжать,0,0,0,0,0,0,0,0,0,0
8850,обязанный,0,1,1,1,1,1,0,1,0,1
8851,владелец,0,0,0,0,0,0,0,0,0,0
8852,владение,1,0,0,0,0,0,0,0,0,0
8853,вол,0,0,0,0,0,0,0,0,0,0
8854,окисление,0,1,0,0,0,0,0,0,0,0
8855,кислород,0,0,0,0,0,0,0,0,0,0
8856,оксюморон,0,0,0,0,0,0,0,0,0,0
8857,устрица,0,0,0,0,0,0,0,0,0,0
8858,темп,0,0,0,0,0,0,0,0,0,0
8859,Тихого океана,1,0,0,0,0,0,0,0,0,0
8860,усмирить,0,0,0,0,0,0,0,0,0,0
8861,пакет,0,0,0,0,0,0,0,0,0,0
8862,пакет,0,0,0,0,0,0,0,0,0,0
8863,упаковщик,0,0,0,0,0,0,0,0,0,0
8864,пакет,0,0,0,0,0,0,0,0,0,0
8865,пакт,0,0,0,0,0,0,0,0,0,1
8866,подушка,1,0,0,0,0,0,0,0,0,0
8867,набивка,1,0,0,0,0,0,0,0,0,0
8868,весло,1,0,0,1,0,0,0,0,0,0
8869,выгул,0,0,0,0,0,0,0,0,0,0
8870,Пэдди,0,0,0,0,0,0,0,0,0,0
8871,замок,0,0,0,0,0,0,0,0,0,0
8872,католический священник,0,0,0,0,0,0,0,0,0,0
8873,языческий,0,0,0,0,0,0,0,0,0,0
8874,язычество,0,0,0,0,0,0,0,0,0,0
8875,страница,0,0,0,0,0,0,0,0,0,0
8876,зрелище,0,0,0,0,0,0,0,0,0,0
8877,нумерация страниц,0,0,0,0,0,0,0,0,0,0
8878,пагода,0,0,0,0,0,0,0,0,0,0
8879,ведро,0,0,0,0,0,0,0,0,0,0
8880,боль,0,1,0,0,0,1,0,1,0,0
8881,страдальческий,0,1,0,0,0,1,0,1,0,0
8882,болезненный,0,1,1,0,1,1,0,1,0,0
8883,болезненно,0,1,0,0,0,0,0,1,0,0
8884,безболезненный,0,0,0,0,0,0,0,0,0,0
8885,страдания,0,1,0,0,0,0,0,0,0,0
8886,кропотливый,0,0,0,0,0,0,0,0,0,0
8887,покрасить,0,0,0,0,0,0,0,0,0,0
8888,окрашенный,0,0,0,0,0,0,0,0,0,0
8889,художник,0,0,0,0,0,0,0,0,0,0
8890,картина,0,0,0,0,0,0,0,0,0,0
8891,пара,0,0,0,0,0,0,0,0,0,0
8892,пижама,0,0,0,0,0,0,0,0,0,0
8893,приятель,0,0,0,0,0,0,0,0,0,0
8894,дворец,0,0,0,0,0,0,0,0,0,0
8895,приятный,1,0,0,0,0,0,0,0,0,0
8896,небо,0,0,0,0,0,0,0,0,0,0
8897,палеонтология,0,0,0,0,0,0,0,0,0,0
8898,палитра,0,0,0,0,0,0,0,0,0,0
8899,покров,0,0,0,0,0,0,0,0,0,0
8900,палладий,0,0,0,0,0,0,0,0,0,0
8901,поддон,0,0,0,0,0,0,0,0,0,0
8902,паллиативный,1,0,0,0,0,0,0,0,0,0
8903,пальма,0,0,0,0,0,0,0,0,0,0
8904,паломник,0,0,0,0,0,0,0,0,0,0
8905,ощутимый,0,0,0,0,0,0,0,0,1,0
8906,паралич,0,1,0,0,1,1,0,1,0,0
8907,ничтожный,0,0,0,0,0,0,0,0,0,0
8908,баловать,0,0,0,0,0,0,0,0,0,0
8909,брошюра,0,0,0,0,0,0,0,0,0,0
8910,кастрюля,0,0,0,0,0,0,0,0,0,0
8911,панацея,1,0,0,0,0,0,0,0,0,0
8912,рисовка,1,0,0,0,0,0,0,0,0,0
8913,блин,0,0,0,0,0,0,0,0,0,0
8914,пандемия,0,1,0,0,0,1,0,1,0,0
8915,панель,0,0,0,0,0,0,0,0,0,0
8916,острая боль,0,1,0,0,0,0,0,0,1,0
8917,паника,0,1,0,0,0,1,0,0,0,0
8918,Panier,1,0,0,0,0,0,0,0,0,0
8919,панорама,0,0,0,0,0,0,0,0,0,0
8920,панорамный,0,0,0,0,0,0,0,0,0,0
8921,тяжелое дыхание,0,0,0,0,0,0,0,0,0,0
8922,пантеон,0,0,0,0,0,0,0,0,0,0
8923,пантера,0,0,0,0,0,0,0,0,0,0
8924,трусики,0,0,0,0,0,0,0,0,0,0
8925,пантомима,0,0,0,0,0,0,0,0,0,0
8926,кладовая,0,0,0,0,0,0,0,0,0,0
8927,брюки,0,0,0,0,0,0,0,0,0,0
8928,пюре,0,0,0,0,0,0,0,0,0,0
8929,папство,0,0,0,0,0,0,0,0,0,0
8930,папский,0,0,0,0,0,0,0,0,0,0
8931,бумага,0,0,0,0,0,0,0,0,0,0
8932,паприка,1,0,0,0,0,0,0,0,0,0
8933,папирус,0,0,0,0,0,0,0,0,0,0
8934,паритет,0,0,0,0,0,0,0,0,0,0
8935,притча,0,0,0,0,0,0,0,0,0,0
8936,парабола,0,0,0,0,0,0,0,0,0,0
8937,параболический,0,0,0,0,0,0,0,0,0,0
8938,парашют,0,0,0,0,0,1,0,0,0,0
8939,парад,1,1,0,1,0,1,1,0,1,0
8940,парадигма,0,0,0,0,0,0,0,0,0,0
8941,парадокс,0,0,0,0,0,0,0,0,0,0
8942,парадоксальный,0,0,0,0,0,0,0,0,0,0
8943,парафин,0,0,0,0,0,0,0,0,0,0
8944,образец,1,0,0,1,0,0,1,0,0,1
8945,пункт,0,0,0,0,0,0,0,0,0,0
8946,параллакс,0,0,0,0,0,0,0,0,0,0
8947,параллельно,0,0,0,0,0,0,0,0,0,0
8948,параллелизм,0,0,0,0,0,0,0,0,0,0
8949,паралич,0,1,1,1,0,1,0,1,0,0
8950,парализованный,0,1,1,0,0,1,0,1,1,0
8951,первостепенный,1,0,0,0,0,0,0,0,0,0
8952,паранойя,0,1,0,0,0,1,0,0,0,0
8953,парапет,0,0,0,0,0,0,0,0,0,0
8954,принадлежности,0,0,0,0,0,0,0,0,0,0
8955,пересказ,1,1,0,0,0,0,0,0,0,0
8956,паразит,0,1,0,0,1,1,0,0,0,0
8957,зонтик,0,0,0,0,0,0,0,0,0,0
8958,пакет,0,0,0,0,0,0,0,0,0,0
8959,посылки,0,0,0,0,0,0,0,0,0,0
8960,пергамент,0,0,0,0,0,0,0,0,0,0
8961,помилование,1,0,0,0,0,0,0,0,0,0
